timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728946186569,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946186743,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946187219,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946187256,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946187998,7,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,7,0,0
1728946188639,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946188789,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946189283,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946189335,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946190043,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946190701,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946190832,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946191353,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946191388,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946192107,13,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,13,0,0
1728946192715,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946192835,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946193444,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946193478,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946194154,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946194750,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946194898,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946195513,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946195580,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946196244,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946196782,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946196964,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946197580,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946197717,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946198335,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946198850,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946199049,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946199626,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946199768,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946200355,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946200878,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946201093,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946201706,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946201841,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946202429,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946202960,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946203194,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946203772,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946203880,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946204516,7,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946205030,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946205224,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946205875,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946205967,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946206556,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946207049,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946207300,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946207955,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946208007,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946208568,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946209069,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,6,0,0
1728946209346,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946210015,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946210066,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946210652,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,6,0,0
1728946211120,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946211373,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946212071,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,6,0,0
1728946212111,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946212756,339,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,339,0,0
1728946213206,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946213393,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946214093,13,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,13,0,0
1728946214283,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946215119,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946215350,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946215401,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946216157,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946216336,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946217202,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,0
1728946217359,5,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,5,0,0
1728946217427,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946218230,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946218439,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946219216,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946219392,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946219524,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946220316,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946220450,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,1
1728946221314,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946221418,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,1
1728946221560,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946222378,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,1
1728946222501,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946223372,6,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,6,0,0
1728946223435,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946223629,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,1
1728946224435,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946224581,5,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946225444,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946225479,2,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,2,0,0
1728946225774,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946226527,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946226675,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946227487,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946277495,9,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,8,0,1
1728946227517,49755,Buscar usuário por ID,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset,ServeRest Requisições Get (Stress Test) 2-1,text,false,,2441,0,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,0,0,0
1728946278313,16,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,15,0,8
1728946278452,6,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,5,0,2
1728946279214,7,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,7,0,1
1728946279849,7,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,1769,127,5,5,http://localhost:3000/usuarios,7,0,1
1728946279853,4,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,4,0,0
1728946280830,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946280847,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946281280,3,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-4,text,true,,1769,127,5,5,http://localhost:3000/usuarios,3,0,0
1728946281879,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-1,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
1728946281938,4,Listar usuários cadastrados,200,OK,ServeRest Requisições Get (Stress Test) 2-5,text,true,,1769,127,5,5,http://localhost:3000/usuarios,4,0,0
1728946282888,3,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-2,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,3,0,0
1728946282932,2,Buscar usuário por ID,200,OK,ServeRest Requisições Get (Stress Test) 2-3,text,true,,567,144,5,5,http://localhost:3000/usuarios/0uxuPY0cbmQhpEz1,2,0,0
